S12_001,S12_033
丹後神崎,10
峰山,288
夕日ヶ浦木津温泉,124
小天橋,63
豊岡,211
かぶと山,69
網野,211
丹後由良,65
岩滝口,55
牧,13
辛皮,5
喜多,3
大江山口内宮,8
公庄,8
福知山,993
下天津,1
荒河かしの木台,28
二俣,2
大江,73
宮津,0
大江高校前,220
宮村,4
福知山市民病院口,40
城野,2233
片野,4356
旦過,3718
北方,4185
徳力公団前,4502
徳力嵐山口,3109
香春口三萩野,5133
守恒,4865
企救丘,4116
競馬場前,4589
小倉,17883
志井,2344
平和通,6827
長,50
法華口,108
播磨下里,89
播磨横田,52
網引,44
田原,45
北条町,528
谷上,26636
新神戸,0
白井,10025
秋山,7247
大町,1683
小室,3900
印旛日本医大,4412
印西牧の原,13713
東松戸,18539
千葉ニュータウン中央,24587
新鎌ヶ谷,22184
松飛台,5116
西白井,12779
京成高砂,0
北国分,8161
新柴又,4544
矢切,8058
緑地公園,33626
桃山台,39115
千里中央,89895
江坂,0
四十万,253
鶴来,1102
日御子,180
額住宅前,357
西泉,244
野々市,112
馬替,265
新西金沢,1107
井口,269
押野,71
野々市工大前,553
乙丸,435
野町,1712
道法寺,279
小柳,71
曽谷,71
磯部,108
七ツ屋,56
三口,92
蚊爪,361
三ツ屋,871
上諸江,398
北間,68
大河端,62
割出,399
北鉄金沢,4412
粟ヶ崎,37
内灘,2742
六渡寺,98
高岡,1239
米島口アルビス米島店前,264
志貴野中学校前,338
急患医療センター前,89
新吉久,113
坂下町,83
広小路,254
市民病院前,202
吉久,83
新能町,104
荻布,66
片原町,139
旭ケ丘,154
江尻,275
能町口,72
中伏木,55
庄川口,115
越ノ潟,166
新町口,230
六渡寺,0
射水市新湊庁舎前,413
東新湊,84
海王丸,72
中新湊,213
砂田橋,2315
川宮,1240
川村,995
小幡緑地,1060
白沢渓谷,872
金屋,1260
守山,982
ナゴヤドーム前矢田,1386
大曽根,6117
本郷,23994
星ヶ丘,53076
本山,29827
上社,23166
藤が丘,61206
東山公園,15840
一社,29153
今池,45433
亀島,9212
池下,28179
名古屋,377957
八田,13182
千種,50945
中村公園,25348
中村日赤,9330
覚王山,19814
伏見,96176
高畑,21962
本陣,15545
新栄町,29002
栄,230805
岩塚,15318
日比野,17231
六番町,14398
名古屋港,10861
築地口,9457
港区役所,7249
東海通,13622
金山,0
久屋大通,50483
市役所,42204
平安通,0
栄,0
大曽根,38384
志賀本通,12645
矢場町,63800
上前津,46309
東別院,14432
黒川,28162
名城公園,11046
金山,157456
赤池,19553
いりなか,14039
八事,36456
原,19781
塩釜口,25237
植田,17630
平針,16457
浅間町,9695
鶴舞,27921
丸の内,38986
浄心,14367
川名,11045
大須観音,18497
上小田井,18744
御器所,23266
庄内通,14137
庄内緑地公園,8535
伏見,0
荒畑,8683
上前津,0
砂田橋,14763
茶屋ヶ坂,13892
八事日赤,14686
本山,0
総合リハビリセンター,6385
八事,0
自由ヶ丘,14127
名古屋大学,21696
新瑞橋,26890
ナゴヤドーム前矢田,22802
西高蔵,6568
神宮西,8668
金山,0
伝馬町,14477
瑞穂運動場東,9940
堀田,14843
妙音通,3876
大曽根,0
野並,13590
車道,14220
瑞穂区役所,15421
桜山,24550
吹上,14461
瑞穂運動場西,7184
名古屋,0
久屋大通,0
今池,0
高岳,16953
桜本町,7707
丸の内,0
中村区役所,11623
国際センター,12491
鶴里,5875
新瑞橋,0
御器所,0
平安通,11908
上飯田,5246
江吉良,0
新羽島,0
太田川,0
高横須賀,0
南加木屋,0
富貴,0
坂部,0
成岩,0
巽ヶ丘,0
青山,0
阿久比,0
知多半田,0
植大,0
住吉町,0
半田口,0
知多武豊,0
八幡新田,0
河和口,0
上ゲ,0
河和,0
白沢,0
三柿野,0
市民公園前,0
苧ヶ瀬,0
羽場,0
細畑,0
各務原市役所前,0
新加納,0
新那加,0
手力,0
名電各務原,0
切通,0
二十軒,0
鵜沼宿,0
新鵜沼,0
高田橋,0
名鉄岐阜,0
田神,0
六軒,0
吉良吉田,0
西浦,0
三河鹿島,0
形原,0
蒲郡,0
東幡豆,0
三河鳥羽,0
蒲郡競艇場前,0
西幡豆,0
こどもの国,0
常滑,0
りんくう常滑,0
中部国際空港,0
犬山,0
新鵜沼,0
布袋,0
扶桑,0
石仏,0
江南,0
犬山遊園,0
犬山口,0
岩倉,0
柏森,0
木津用水,0
上小田井,0
下小田井,0
大山寺,0
徳重・名古屋芸大,0
西春,0
中小田井,0
御嵩口,0
明智,0
西可児,0
新可児,0
御嵩,0
富岡前,0
顔戸,0
日本ライン今渡,0
可児川,0
善師野,0
犬山,0
梅坪,0
若林,0
三河知立,0
越戸,0
豊田市,0
竹村,0
刈谷市,0
平戸橋,0
土橋,0
重原,0
刈谷,0
猿投,0
三河八橋,0
上挙母,0
知立,0
吉浜,0
碧南中央,0
碧南,0
北新川,0
高浜港,0
新川町,0
小垣江,0
三河高浜,0
犬山,0
田県神社前,0
間内,0
羽黒,0
小牧,0
味岡,0
小牧口,0
楽田,0
上飯田,0
味美,0
味鋺,0
牛山,0
春日井,0
大江,0
太田川,0
朝倉,0
豊田本町,0
尾張横須賀,0
新日鉄前,0
柴田,0
神宮前,0
長浦,0
道徳,0
大同町,0
名和,0
聚楽園,0
寺本,0
古見,0
蒲池,0
日長,0
多屋,0
西ノ口,0
榎戸,0
大野町,0
新舞子,0
常滑,0
新瀬戸,0
守山自衛隊前,0
喜多山,0
水野,0
尾張旭,0
三郷,0
小幡,0
旭前,0
瓢箪山,0
瀬戸市役所前,0
印場,0
尾張瀬戸,0
大森・金城学院前,0
東大手,0
大曽根,0
矢田,0
尼ヶ坂,0
森下,0
清水,0
栄町,0
新安城,0
西尾口,0
桜井,0
上横須賀,0
堀内公園,0
北安城,0
福地,0
桜町前,0
吉良吉田,0
南安城,0
碧海古井,0
西尾,0
米津,0
美浜緑苑,0
知多奥田,0
上野間,0
野間,0
内海,0
富貴,0
大江,0
東名古屋港,0
江吉良,0
笠松,0
羽島市役所前,0
南宿,0
須賀,0
西笠松,0
柳津,0
竹鼻,0
不破一色,0
甚目寺,0
須ヶ口,0
津島,0
藤浪,0
木田,0
青塚,0
勝幡,0
七宝,0
観音寺,0
萩原,0
二子,0
奥町,0
開明,0
苅安賀,0
西一宮,0
名鉄一宮,0
玉ノ井,0
弥富,0
日比野,0
山崎,0
玉野,0
六輪,0
上丸渕,0
町方,0
佐屋,0
渕高,0
五ノ三,0
森上,0
津島,0
丸渕,0
豊川稲荷,0
諏訪町,0
八幡,0
国府,0
稲荷口,0
黒笹,0
米野木,0
梅坪,0
上豊田,0
三好ヶ丘,0
赤池,0
日進,0
浄水,0
知立,0
新安城,0
牛田,0
左京山,0
豊明,0
有松,0
中京競馬場前,0
一ツ木,0
富士松,0
前後,0
名鉄一宮,0
茶所,0
黒田,0
名鉄岐阜,0
木曽川堤,0
島氏永,0
加納,0
笠松,0
妙興寺,0
岐南,0
今伊勢,0
石刀,0
新木曽川,0
須ヶ口,0
神宮前,0
西枇杷島,0
呼続,0
本笠寺,0
新清洲,0
鳴海,0
新川橋,0
東枇杷島,0
山王,0
堀田,0
栄生,0
二ツ杁,0
名鉄名古屋,0
金山,0
本星崎,0
丸ノ内,0
桜,0
大里,0
奥田,0
国府宮,0
豊橋,0
男川,0
名電山中,0
東岡崎,0
伊奈,0
名電長沢,0
御油,0
岡崎公園前,0
美合,0
本宿,0
藤川,0
宇頭,0
矢作橋,0
小田渕,0
名電赤坂,0
国府,0
名古屋,36200
荒子,4600
中島,5600
名古屋競馬場前,6700
南荒子,2900
稲永,5200
野跡,2000
荒子川公園,6300
金城ふ頭,8500
ささしまライブ,5400
小本,2800
東野,43
明智,307
花白温泉,22
岩村,202
山岡,138
野志,8
恵那,769
飯沼,24
飯羽間,53
阿木,389
中三依,26
川治温泉,57
男鹿高原,2
会津高原尾瀬口,524
川治湯元,137
上三依塩原,37
新藤原,1009
龍王峡,111
湯西川温泉,205
西滝沢,63
矢島,311
久保田,13
吉沢,33
子吉,16
羽後本荘,293
前郷,161
鮎川,44
黒沢,12
曲沢,1
川辺,53
薬師堂,88
黒部平,3288
立山,3662
黒部湖,3288
美女平,3662
室堂,3145
大観峰,3145
六甲山上,660
六甲ケーブル下,778
甘露寺前,613
西山口,290
交通センター前,238
日前宮,730
伊太祁曽,808
岡崎前,1002
山東,74
竈山,529
吉礼,446
貴志,1397
神前,628
田中口,173
和歌山,4742
大池遊園,212
掛川,0
新鎌ヶ谷,40389
押上,120785
白金台,18193
目黒,0
桐生球場前,157
北内,190
太子堂,7354
東北福祉大前,6866
平田,3040
野田新町,0
さくら夙川,16336
美田園,1260
仙台空港,5259
杜せきのした,3220
名取,0
彩都西,9567
豊川,3223
新森古市,7571
今里,0
井高野,7131
瑞光四丁目,9670
だいどう豊里,9815
太子橋今市,0
清水,5815
関目成育,6864
蒲生四丁目,0
鴫野,9661
緑橋,0
なにわ橋,2271
渡辺橋,8322
大江橋,4790
中之島,8667
ドーム前,9547
九条,13383
西九条,35936
桜川,5548
国際会議場前,225
大手モール,271
グランドプラザ前,628
九州鉄道記念館,377
出光美術館,49
ノーフォーク広場,19
関門海峡めかり,356
渋谷,0
明治神宮前,0
新宿三丁目,0
東新宿,41695
北参道,23969
西早稲田,38739
雑司が谷,18381
太秦天神川,16608
西大路御池,11920
日吉,82039
日吉本町,16102
高田,15565
東山田,10543
北山田,28125
センター北,0
センター南,0
川和町,8348
中山,30341
見沼代親水公園,13013
舎人,8173
舎人公園,4496
西新井大師西,11701
江北,10177
高野,5862
足立小台,3938
谷在家,9892
扇大橋,9565
西日暮里,29150
赤土小学校前,5016
熊野前,9532
日暮里,51496
新加美,4453
JR長瀬,6628
JR俊徳道,8147
JR河内永和,12844
高井田中央,10430
南大高,0
千曲,993
広木,0
ししぶ,0
久留米高校前,0
西大宮,18374
西府,20556
桂川,29854
城見ヶ丘,33
南桜井,0
嵐電天神川,4655
梶栗郷台地,729
須磨海浜公園,13338
はりま勝原,10378
西川原,7438
和木,2021
島本,13157
婦中鵜坂,407
歓遊舎ひこさん,0
小村神社前,148
越谷レイクタウン,51060
スクリーン,675
末広町,163
四季の郷,32
八ツ島,431
日華化学前,296
東中央町,169
都筑ふれあいの丘,21076
勝田,1239
日工前,33
金上,132
中根,15
那珂湊,676
殿山,168
平磯,214
磯崎,123
阿字ヶ浦,79
米子空港,344
極楽,78
大森,33
ひこね芹川,206
武蔵小杉,0
スポーツ公園,35
摂津市,11506
新宮中央,0
紫,5977
神村学園前,0
成田湯川,1431
山口団地,19
新鳥栖,0
筑後船小屋,0
鳴子北,9998
相生山,8135
神沢,6294
徳重,19334
七戸十和田,1526
新青森,0
熊本,0
新玉名,0
新大牟田,0
筑後船小屋,0
久留米,0
新鳥栖,0
博多,0
桑名,0
播磨,443
下深谷,1029
下野代,425
多度,957
美濃松山,763
石津,413
美濃山崎,141
駒野,880
美濃津屋,325
養老,646
美濃高田,892
烏江,900
大外羽,722
友江,403
美濃青柳,491
西大垣,334
大垣,7687
室,625
北大垣,379
東赤坂,398
広神戸,933
北神戸,590
池野,842
北池野,515
美濃本郷,568
揖斐,1478
雲泉寺,259
乙原,259
伊賀神戸,2734
比土,19
上林,35
丸山,50
依那古,95
市部,207
猪田道,76
桑町,470
茅町,752
広小路,158
上野市,1828
西大手,169
新居,117
伊賀上野,479
丸の内,0
西町,0
羽田空港国際線ターミナル,26036
羽田空港国際線ビル,10021
ゆめみ野,1646
泰澄の里,60
清明,90
富合,0
成田空港,0
空港第2ビル,0
伊賀神戸,4671
印旛日本医大,0
千葉ニュータウン中央,0
新鎌ヶ谷,0
東松戸,0
京成高砂,0
体験坑道,108
青函トンネル記念館,108
東神奈川,0
小牧原,0
ほうらい丘,0
もたて山,0
吉川美南,8324
相見,0
南阿蘇白川水源,1
和歌山大学前,8878
粟生,2763
粟生,1736
粟生,0
新庄田中,137
中町（西町北）,641
田んぼアート,30
新相ノ木,126
西山天王山,11508
綾川,1331
碁石海岸口,0
筒井,1479
高田の鉄橋,64
奇跡の一本松,0
佐野のわたし,102
木古内,0
妙高高原,0
長野,41292
直江津,0
市振,0
倶利伽羅,0
女川,412
石津北,341
飯山,0
上越妙高,4074
上越妙高,0
糸魚川,1071
黒部宇奈月温泉,1804
富山,16242
新高岡,4089
金沢,0
新黒部,368
天童南,0
新高岡,4089
新白島,22088
富山駅,5093
森町病院前,81
陽羽里,24
新白島,12328
東名,0
野蒜,192
北森,0
七百,0
ひがし野団地,0
工業高校前,0
北里大学前,0
三農校前,0
柳沢,0
三沢,0
十和田市,0
古里,0
大曲,0
高清水,0
屋代,0
象山口,0
岩野,0
雨宮,0
綿内,0
信濃川田,0
若穂,0
東屋代,0
金井山,0
大室,0
須坂,0
井上,0
松代,0
茂市,0
岩手和井内,0
岩手刈屋,0
中里,0
岩泉,0
押角,0
岩手大川,0
浅内,0
二升石,0
八ツ森,0
西仙台ハイランド,0
田子倉,0
柿ノ木,0
竜飛海底,0
吉岡海底,0
知内,0
吉堀,0
神明,0
江差,0
桂岡,0
上ノ国,0
中須田,0
湯ノ岱,0
宮越,0
渡島鶴岡,0
ベイサイドアリーナ,0
高田病院,0
長部,0
高田高校前,0
金沢,0
大阪難波,168492
石巻あゆみ野,0
小田栄,0
東姫路,2168
摩耶,9613
西熊本,0
奥津軽いまべつ,66
木古内,134
新函館北斗,1266
新青森,0
天満橋,0
まつもと町屋,208
大船渡魚市場前,0
八木山動物公園,10884
青葉山,7692
川内,6714
国際センター,6778
青葉通一番町,13500
大町西公園,4424
仙台,0
宮城野通,5812
連坊,6712
薬師堂,10450
卸町,7328
六丁の目,5794
荒井,5468
狸小路,3458
狸小路,0
プレイピア白浜,0
寺家,2464
河戸帆待川,1979
あき亀山,1108
十府ヶ浦海岸,9
四十九,0
JR総持寺,9974
衣摺加美北,2697
高岡やぶなみ,96
郡山富田,0
ソシオ流通センター,689
東武ワールドスクウェア,0
撮影所前,607
